# Band 4A   Etalon 2B   Slice 8
# Distortion map version 06.04.00 - date 2018-10-11
# Trace (isoalpha): Take pixel trace along specified slice, specified alpha position trace is built by taking the pixel in every detector row with alpha value closest to the one specified 
# xpos[i] = np.argmin(alpha_img[i,:])+funcs.find_nearest(alpha_img[i,:][(slice_img[i,:]!=0)],alpha_pos)
#    alpha       x  y      center         FWHM          skewness        wavelength
0.0  340  23  22.8068991361  3.73526383414  -0.0117657736666  20.1614632107
0.0  341  66  65.5837966417  3.61924930738  0.00500091215627  20.0417708405
0.0  341  108  107.480687276  3.51970420552  0.0156409261579  19.923530674
0.0  342  148  148.277653651  3.46839827272  -0.0236260160747  19.8066869585
0.0  342  188  188.264537774  3.43250784456  -0.0314358230441  19.691732039
0.0  342  228  227.663246095  3.46716731506  -0.00252418862018  19.5771539718
0.0  343  266  266.070033065  3.52046833127  -0.0135277292133  19.4649848884
0.0  343  304  303.839109129  3.51376919224  -0.00669755293125  19.3530438777
0.0  343  341  340.765537726  3.38297598818  -0.0168226968206  19.2436326368
0.0  343  377  377.010945893  3.36886905394  -0.00988115405062  19.1338933026
0.0  343  412  412.50779972  3.30954868558  0.000130185097275  19.0270448293
0.0  343  447  447.380164002  3.27818384107  0.0174570566443  18.9202051482
0.0  344  481  481.425151293  3.25629155983  -0.0145100733003  18.8154113991
0.0  344  515  514.99894049  3.26977889001  -0.00915264425255  18.7113872415
0.0  344  548  547.910514238  3.29887318532  -0.0106241782329  18.6083874153
0.0  343  580  580.190428524  3.17636902903  -0.0173014544548  18.5070509048
0.0  343  612  611.919410557  3.21934136525  -0.016317115704  18.4060682894
0.0  343  643  643.0495343  3.31461222141  -0.010363879591  18.3070280955
0.0  343  674  673.618561573  3.17284356162  -0.012286612643  18.2084167589
0.0  343  704  703.664015968  3.24880738073  -0.0146989655733  18.1112220379
0.0  343  733  733.18094218  3.28226684002  -0.0178382062494  18.0150795511
0.0  343  762  762.163837813  3.29159537812  -0.0196101013593  17.919613994
0.0  342  791  790.661013342  3.27755878566  -0.0291424654092  17.8257542415
0.0  342  819  818.728633737  3.2734210647  -0.000674171497201  17.7325128022
0.0  342  846  846.246661274  3.26813448887  -0.00486488102679  17.6404056778
0.0  342  873  873.354033129  3.2918726903  0.0147647551433  17.5493429518
0.0  341  900  900.051556198  3.25450578822  0.00646018654734  17.4591046081
0.0  341  926  926.174338972  3.30938946847  -0.000566666752891  17.3699170388
0.0  341  952  951.883472956  3.29568207008  0.0139298240011  17.2816703693
0.0  341  977  977.178087343  3.39451354349  0.0012094140076  17.1942828582
0.0  340  1002  1002.12966856  3.36435626415  -0.0026025206669  17.1078639433
-2.66451136853  331  23  22.9215930224  3.70823188339  0.00421417979077  20.1614632107
-2.66451136853  331  66  65.8304788686  3.67123313611  0.0130484361322  20.0417708405
-2.66451136853  332  108  107.670441961  3.62230399563  -0.000608692972321  19.923530674
