# Band 4A   Etalon 2A   Slice 7
# Distortion map version 7B.05.01 - date 2019-03-22
# Trace (isoalpha): Take pixel trace along specified slice, specified alpha position trace is built by taking the pixel in every detector row with alpha value closest to the one specified 
# xpos[i] = np.argmin(alpha_img[i,:])+funcs.find_nearest(alpha_img[i,:][(slice_img[i,:]!=0)],alpha_pos)
#    alpha       x  y      center         FWHM          skewness
0.0  413  42  42.417580312728504  3.8978177891993795  -0.022135999236180138
0.0  413  87  87.22828183472744  3.814632840387162  -0.00010565023931609043
0.0  414  131  130.80305669119605  3.5634279356231673  -0.016242128095041955
0.0  414  174  173.57102499636787  3.3105092825215934  0.01848725399778728
0.0  415  215  215.3415916358453  3.169727524091968  0.0024127398160900147
0.0  415  256  256.1953414477771  3.0643083843452814  -0.03158807664446801
0.0  415  296  296.25167378921753  2.9458738989944777  0.005289173054752681
0.0  415  335  335.4715534091354  2.8860437541846977  0.0068726922832158845
0.0  416  374  373.71585876580275  2.783083529480109  0.003127735468839522
0.0  416  411  411.2867957656282  2.794726979377401  -0.013153410662536153
0.0  416  448  448.1111616173206  2.603745570581509  -0.008958869409417957
0.0  416  484  484.20510629259513  2.5771870920103765  0.0026939330680778293
0.0  416  520  519.6071678474273  2.533384885050282  0.014315700353476157
0.0  416  554  554.2353768883023  2.4806970466408984  -0.007154982650602797
0.0  416  588  588.2744370576023  2.5295569026000067  0.011413603841105908
0.0  416  622  621.6167517263094  2.4902402181185153  -0.0029975740909179193
0.0  416  654  654.3432755726615  2.4634364856331104  -0.0044904915800785625
0.0  415  687  686.5355447600184  2.415274605237073  -0.020580682061784587
0.0  415  718  718.0354559785771  2.407412066717143  0.0036818180779245946
0.0  415  749  748.927389551131  2.406659329854847  -0.022025978385572076
0.0  415  779  779.3399132063839  2.3530560197959858  0.0226194975423497
0.0  415  809  809.1221519881525  2.3990417209558927  0.018948855763318086
0.0  414  838  838.4271542895929  2.2494260917756037  -0.05508572170858998
0.0  414  867  867.2448025213647  2.292443523902989  0.03621395531693785
0.0  414  895  895.4867262918455  2.2517825418276516  0.023160210560534075
0.0  413  923  923.3159809342803  2.2813731968523143  0.04032958091376189
0.0  413  950  950.4985773720709  2.2115221289741385  -0.02431477692354734
0.0  413  977  977.2993704905888  2.1938303316612746  0.032772617224080106
0.0  412  1004  1003.7087995491308  2.192555419432665  0.010612894400386435
-2.6844770359433823  403  43  43.09033944272851  4.041615873249228  -0.010529160930292304
-2.6844770359433823  404  88  87.76741861425181  3.775577335836971  -0.007583350869674199
-2.6844770359433823  404  132  131.4946623106517  3.655443667081613  -0.002334951012889528
-2.6844770359433823  405  174  174.21386585332064  3.2449204173005626  0.023675183673221127
-2.6844770359433823  405  216  215.99318827355413  3.1565808758358003  -0.007494657852256505
-2.6844770359433823  406  257  256.76825433909227  3.1309253053991597  -0.026066607314786713
-2.6844770359433823  406  297  296.9218609058082  2.975513265702034  -0.02267730678263267
-2.6844770359433823  406  336  336.1124826178616  2.9805623253469093  -0.004490517760228034
-2.6844770359433823  406  374  374.4851095562947  2.718937378817202  -0.023995723212104615
-2.6844770359433823  406  412  412.05302332693725  2.741461284249681  -0.02067492772497341
-2.6844770359433823  406  449  448.9245595087596  2.7732325665356257  -0.008542582400345541
-2.6844770359433823  407  485  484.9859246171068  2.6575272914794823  -0.007454484168158394
-2.6844770359433823  407  520  520.4015257239562  2.562921421343617  0.004307983369455384
-2.6844770359433823  407  555  555.0682268149459  2.601475711652938  -0.013556158482743469
-2.6844770359433823  406  589  589.2243354484121  2.6111475465888816  0.0036432411076931567
-2.6844770359433823  406  623  622.5377028612893  2.4549733249046994  -0.04526178454639069
-2.6844770359433823  406  655  655.3770460665072  2.454225291730154  0.03251720209929478
-2.6844770359433823  406  687  687.4270328286096  2.481830980128734  -0.00979818203890643
-2.6844770359433823  406  719  718.9502603385316  2.4556947160633626  -0.007008439172291672
-2.6844770359433823  406  750  749.8920353175915  2.3740942691026703  -0.003450900185104096
-2.6844770359433823  405  780  780.3454314932067  2.43174982550795  0.004251501700463429
-2.6844770359433823  405  810  810.2053668734327  2.2901386254955014  -0.0006155291110966346
-2.6844770359433823  405  840  839.5190009551119  2.2721148614122058  0.031586551608935316
-2.6844770359433823  405  868  868.262282519734  2.267580640026381  0.012858662706087598
-2.6844770359433823  404  897  896.5849976710044  2.2910619128593908  -0.029243824826378686
-2.6844770359433823  404  924  924.3357789768257  2.2108250965588923  -0.003929300326686557
-2.6844770359433823  404  952  951.5946044486067  2.2262487598047755  -0.005008924538783043
-2.6844770359433823  403  978  978.4482978078039  2.207827899247377  -0.025165463933898964
-2.6844770359433823  403  1005  1004.7576920477705  2.2224421280337765  -0.04590956791305201
-2.418848035943382  404  43  43.025993059505524  4.063969511356525  -0.013399839055588442
-2.418848035943382  405  88  87.73101693991693  3.7521591316843796  -0.00799870102568499
-2.418848035943382  405  131  131.3949007726864  3.609616647257326  -0.00737199830706338
-2.418848035943382  406  174  174.10286797845416  3.358199054429349  -0.00426419596995993
-2.418848035943382  406  216  215.94998387962684  3.20833442667265  0.013294969837997038
-2.418848035943382  407  257  256.7280257763443  3.0463011211890887  -0.03310689991827818
-2.418848035943382  407  297  296.873719201949  2.9372853913777135  -0.011062781702008008
-2.418848035943382  407  336  336.002050716298  2.932564750057395  -0.019564941362801097
-2.418848035943382  407  374  374.41363505645523  2.733558816348932  -0.01187639646212576
-2.418848035943382  407  412  411.9762877625324  2.733281300844567  -0.02846091463164114
-2.418848035943382  407  449  448.882872012826  2.7349848631354234  -0.001883648608805391
-2.418848035943382  407  485  484.9859246171068  2.6575272914794823  -0.007454484168158394
-2.418848035943382  407  520  520.4015257239562  2.562921421343617  0.004307983369455384
